Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Pos,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...,22,3.76,18.16,96.40,94.75,11.00,18.18,90.91,59.09,22.73,18.18,18.18,0.00,0.00,0.00,0.00,4.55,9.09,9.09,22.73,13.64,4.55,0.00,27.27,9.09,4.55,0.00,0.00,0.00,13.64,9.09,4.55,0.00,4.55,0.00,13.64,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,4.55,22.73,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,4.55,0.00,0.00,68.18,31.82,0.00,9.09,0.00,0.00,0.00,0.00,0.00,18.18,0.00,9.09
Pos,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!,25,13.41,11.52,99.00,99.00,8.33,12.00,92.00,56.00,20.00,16.00,16.00,0.00,0.00,0.00,0.00,4.00,8.00,12.00,20.00,12.00,4.00,0.00,28.00,8.00,4.00,0.00,0.00,0.00,16.00,12.00,4.00,0.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,24.00,0.00,16.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,44.00,16.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,16.00,0.00,8.00
Pos,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,17,97.02,72.17,1.00,25.77,17.00,23.53,52.94,17.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,0.00,0.00,11.76,0.00,0.00,11.76,11.76,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,5.88,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,5.88,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,0.00,0.00,47.06,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,29.41
Pos,At the bus with my iPhone ;) thxx @apple,9,99.00,13.32,58.07,25.77,9.00,0.00,55.56,44.44,11.11,11.11,11.11,0.00,0.00,0.00,0.00,0.00,11.11,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
Pos,@azee1v1 @apple @umber AppStore is well done so is iTunes on the mobile devices.  I was talking about desktop app.,20,24.86,50.00,3.37,96.76,10.00,25.00,70.00,50.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,10.00,20.00,15.00,5.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,5.00,0.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,25.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
Pos,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,30,77.33,84.14,1.00,25.77,10.00,6.67,50.00,23.33,10.00,10.00,3.33,0.00,6.67,0.00,0.00,0.00,3.33,3.33,3.33,0.00,3.33,0.00,16.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,0.00,3.33,10.00,6.67,3.33,3.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,33.33,10.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
Pos,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,22,98.22,50.00,61.34,94.75,7.33,18.18,50.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,4.55,0.00,0.00,9.09,0.00,0.00,0.00,13.64,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,9.09,0.00,22.73,0.00,9.09,13.64,4.55,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45,13.64,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,22.73
Pos,@bkad5161 than apologize to @apple ;),6,99.00,50.00,23.51,25.77,6.00,33.33,66.67,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33
Pos,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,15,97.34,74.76,1.00,99.00,15.00,26.67,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,40.00,6.67,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,20.00
Pos,Lmfao look at the argument I had with Siri !!@ijustine @apple http://t.co/D4VjL7SI,16,97.17,26.60,7.84,25.77,16.00,18.75,56.25,31.25,6.25,6.25,6.25,0.00,0.00,0.00,0.00,0.00,6.25,12.50,6.25,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,6.25,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,12.50,0.00,0.00,0.00,43.75,6.25,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,25.00
Pos,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s,21,99.00,31.71,13.15,95.81,10.50,19.05,38.10,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,9.52,0.00,0.00,0.00,0.00,0.00,14.29,9.52,0.00,23.81,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,9.52,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,38.10,9.52,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81
Pos,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple,25,88.07,21.18,1.59,99.00,6.25,8.00,60.00,28.00,12.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,12.00,4.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,8.00,0.00,4.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,48.00,4.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,4.00,0.00,28.00
Pos,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,19,86.18,29.92,4.05,97.58,19.00,21.05,63.16,42.11,10.53,5.26,5.26,0.00,0.00,0.00,0.00,5.26,10.53,10.53,5.26,10.53,0.00,0.00,10.53,0.00,5.26,0.00,5.26,0.00,15.79,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,10.53,5.26,0.00,5.26,0.00,10.53,0.00,10.53,5.26,0.00,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,26.32,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,5.26,0.00,10.53
Pos,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -,22,20.93,18.16,99.00,1.00,3.67,18.18,63.64,31.82,18.18,9.09,9.09,0.00,0.00,0.00,0.00,9.09,4.55,0.00,13.64,0.00,4.55,0.00,18.18,4.55,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,4.55,22.73,0.00,0.00,22.73,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,63.64,27.27,0.00,4.55,0.00,0.00,13.64,4.55,0.00,9.09,0.00,4.55
Pos,you are so blessed. @apple,5,1.00,99.00,1.00,99.00,2.50,20.00,80.00,60.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
Pos,"#Siri now knows who my dad mom brother and girlfriend is.  Thanks @apple",13,9.98,99.00,63.54,99.00,6.50,15.38,84.62,38.46,15.38,7.69,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,7.69,7.69,0.00,23.08,0.00,0.00,7.69,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,38.46,23.08,7.69,7.69,15.38,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00,0.00,0.00,30.77,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38
Pos,Well at least the @apple store has amazing call waiting music! #need4s,12,92.84,79.76,23.51,99.00,6.00,16.67,83.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,8.33,8.33,0.00,0.00,16.67,16.67,8.33,0.00,0.00,8.33,16.67,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,0.00,8.33,8.33,0.00,8.33,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,25.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,16.67
Pos,"#sweet... #apple replaced my glass #probono. thank you @apple",9,45.11,86.68,58.07,99.00,3.00,22.22,55.56,22.22,22.22,22.22,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,22.22,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.89,44.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.44
Pos,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad,21,96.41,31.71,37.24,1.00,10.50,33.33,42.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,9.52,0.00,4.76,0.00,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,14.29,0.00,9.52,4.76,0.00,4.76,0.00,4.76,0.00,0.00,9.52,0.00,9.52,4.76,0.00,0.00,52.38,4.76,0.00,0.00,0.00,0.00,4.76,9.52,0.00,0.00,0.00,33.33
Pos,loving new technology from @apple iPhone 4s mac air and iCloud are unreal #technology,14,83.00,76.25,13.15,99.00,14.00,14.29,42.86,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,7.14,0.00,7.14,7.14,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,14.29,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
Pos,I'm loving this new IOS5 update :) @apple,8,11.24,50.00,99.00,99.00,8.00,0.00,75.00,25.00,25.00,12.50,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50
Pos,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,22,96.29,81.84,2.40,94.75,22.00,31.82,68.18,22.73,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,9.09,0.00,4.55,0.00,0.00,4.55,4.55,0.00,0.00,4.55,4.55,4.55,4.55,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,9.09,0.00,0.00,13.64,0.00,0.00,9.09,0.00,9.09,4.55,0.00,0.00,45.45,18.18,0.00,4.55,0.00,0.00,0.00,4.55,0.00,0.00,0.00,18.18
Pos,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.,24,99.00,33.83,48.89,92.40,8.00,12.50,79.17,37.50,8.33,4.17,4.17,0.00,0.00,0.00,0.00,4.17,4.17,20.83,0.00,0.00,0.00,4.17,16.67,8.33,8.33,0.00,0.00,4.17,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,4.17,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,12.50,0.00,16.67,8.33,8.33,8.33,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
Pos,hey @apple I hate my computer i need a #mack wanna send me a free one.,16,54.96,10.58,35.37,25.77,16.00,6.25,87.50,43.75,25.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,6.25,0.00,0.00,0.00,18.75,6.25,0.00,0.00,6.25,0.00,12.50,6.25,6.25,0.00,6.25,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,6.25,6.25,6.25,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,18.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
Pos,Thank you @apple. My new gf(iphone4s) is great!  She does everything!,12,1.80,99.00,1.79,99.00,4.00,16.67,83.33,50.00,33.33,25.00,8.33,0.00,8.33,8.33,0.00,8.33,0.00,0.00,16.67,0.00,0.00,0.00,25.00,16.67,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,33.33,0.00,8.33,16.67,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,0.00,8.33,0.00,0.00,25.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,50.00,8.33,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,16.67,8.33
Pos,"#iCloud set up was flawless and works like a champ! To the Cloud @Apple",14,99.00,50.00,1.06,99.00,7.00,7.14,71.43,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,21.43,7.14,0.00,7.14,0.00,14.29,0.00,7.14,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,14.29,14.29,0.00,0.00,7.14,7.14,0.00,7.14,0.00,7.14,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,14.29
Pos,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,17,58.07,96.11,66.34,98.87,8.50,23.53,82.35,35.29,17.65,17.65,11.76,5.88,0.00,0.00,0.00,0.00,5.88,5.88,5.88,5.88,0.00,0.00,11.76,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,23.53,5.88,0.00,5.88,0.00,11.76,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,5.88,0.00,0.00,11.76,0.00,0.00,5.88,0.00,11.76,0.00,5.88,5.88,11.76,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.94,17.65,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,23.53
Pos,@apple loving the new IOS5 upgrade for the iPhone!,9,99.00,86.68,4.97,99.00,9.00,11.11,55.56,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11
Pos,The nice @apple tech support guy fixed my iTouch =D,10,92.84,50.00,3.37,99.00,10.00,10.00,50.00,20.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
Pos,Once again getting great customer service from the @apple store at millenia mall.,13,99.00,50.00,63.54,99.00,13.00,30.77,84.62,30.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,15.38,0.00,7.69,0.00,0.00,7.69,7.69,0.00,0.00,7.69,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,23.08,0.00,7.69,15.38,15.38,7.69,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69
Pos,Is it just me or is #iOS5 faster for the iPad? @apple,12,17.96,4.80,74.76,25.77,6.00,0.00,75.00,66.67,16.67,8.33,8.33,0.00,0.00,0.00,0.00,8.33,8.33,8.33,16.67,8.33,8.33,0.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,16.67
Pos,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek,17,1.03,3.89,99.00,25.77,8.50,0.00,82.35,52.94,23.53,23.53,17.65,5.88,0.00,0.00,0.00,0.00,0.00,5.88,5.88,17.65,5.88,5.88,11.76,0.00,0.00,0.00,5.88,0.00,11.76,5.88,5.88,0.00,0.00,0.00,17.65,5.88,0.00,0.00,5.88,11.76,0.00,0.00,0.00,0.00,0.00,11.76,5.88,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,17.65,17.65,0.00,0.00,0.00,0.00,5.88,11.76,0.00,17.65,0.00,5.88,11.76,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,23.53,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,11.76
Pos,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,18,99.00,50.00,1.00,25.77,18.00,27.78,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,11.11,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,66.67,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,50.00
